Tweet_created_at,likes_count,replies_count,retweets_count,username,name,birth_date,country_name,tweet_text,id,year
Fri Jun 23 03:05:07 +0000 2023,2,0,0,USER_00093,NAME_00093,,,"@TuckerCarlson All of the State sponsored media attacked Robert F Kennedy, Jr., because they hate his views, his strong advocacy against the COVID vaccine and his strong opposition to the vaccine schedule for children. There must be a link between vaccines and all allergies, asthma, and autism.",1.67E+18,2023
Thu Feb 08 16:51:51 +0000 2024,5,0,1,USER_00094,NAME_00094,,,"@DHSCgovuk The truth is you don’t know who is at risk until someone catches it. Apparently I must have my flu jab because it’s a respiratory disease and I have asthma but I don’t need a covid vaccine even though it’s a respiratory disease, please explain why ? I know it’s down to money !",1.76E+18,2024
Mon Feb 13 02:18:03 +0000 2023,4,2,2,USER_00095,NAME_00095,,United States,@ElectionWiz Apparently the covid vaccine boosters are known to cause asthma for some. Could that be why the ‘study’?,1.62E+18,2023
Mon Feb 12 04:35:26 +0000 2024,1,0,0,USER_00096,NAME_00096,,,@cadaver_dogz Highkey even my anti covid vax friend was supportive of me getting the vaccine bc my dad has asthma and COPD and is missing half a lung,1.76E+18,2024
Sun Oct 08 06:42:56 +0000 2023,2,0,0,USER_00097,NAME_00097,,,@theAliceRoberts @zaman_anjem I have asthma and I was told I don’t qualify this time for a Covid vaccine but I did get the flu jab AND the pneumonia shot (which was the most painful thing I’ve ever had) 😳,1.71E+18,2023
Thu Jan 26 12:45:06 +0000 2023,0,0,0,USER_00098,NAME_00098,,,"Genuine allergies related to COVID-19 vaccines are extremely rare, with no significant differences between the sexes in terms of vaccination outcomes, said researchers at Queen Mary Hospital in Hong Kong. #covid19 #vaccine #allergy
https://t.co/fZstqy7x9u",1.62E+18,2023
Fri Jun 23 16:44:59 +0000 2023,0,0,0,USER_00098,NAME_00098,,,"After testing involving six children with a history of prior reactions and four with pre-existing conditions, researchers at @NMHS_WA concluded that nine of these children could safely receive an mRNA #covid19 #vaccine in the future. #allergy
https://t.co/4QA2t6hHOH",1.67E+18,2023
Thu Feb 02 02:30:07 +0000 2023,1,0,1,USER_00098,NAME_00098,,,"Can boiled peanuts be used in #immunotherapy? Are women referred for #COVID19 vaccine reaction treatment more often then men? What other diseases do adults with #asthma develop? These stories and more cracked our top 10 news items for January. #allergy
https://t.co/H5xSpTYcV9",1.62E+18,2023
Wed Nov 01 18:13:30 +0000 2023,16,3,0,USER_00099,NAME_00099,,United Kingdom,"@UKHSA I’d love to but despite having asthma, you’ve withdrawn my NHS access to both. 

Luckily I can buy my flu vaccine but no similar option is allowed for COVID. This os at odds with vaccine policy in all other developed nations. Ludicrous.",1.72E+18,2023
Wed Feb 08 20:11:32 +0000 2023,2,0,2,USER_00100,NAME_00100,,,VIDEO - Rep. Nancy Mace Says She Developed Asthma and Chronic Heart Pain After Her Second Covid Vaccine  @NancyMace https://t.co/a9SnkFHc58,1.62E+18,2023
Sun Sep 17 16:35:31 +0000 2023,5,4,0,USER_00101,NAME_00101,,Europe,"Oh well, working in A&amp;E with numbers rising again #Covid was always a probability, but it’s finally got me. Triggered #asthma and I feel limp &amp; knackered but hopefully it will pass quickly. So glad I’m vaccinated. Please get your flu &amp; Covid vaccine if you are over 65 or at risk",1.70E+18,2023
Fri Jan 12 14:31:55 +0000 2024,2,1,0,USER_00102,NAME_00102,,United States,"@JohnBeaudoinSr My friend was injured by vaccines before he was also injured by the covid vaccine.  He was diagnosed eosinophilia asthma and gastroparesis after flu shots, stroke and Pericarditis after covid jab.",1.75E+18,2024
Wed Feb 07 12:50:34 +0000 2024,0,1,0,USER_00103,NAME_00103,,Namibia,I burried so many close knit family during Covid.. &amp; then worse; post Covid more bodies started dropping week after week. A simple thing like an asthma attack etc. … then you find out that person was vaccinated. Mmmm I blame the vaccines. Just so odd,1.76E+18,2024
Mon Nov 13 22:23:09 +0000 2023,5,0,0,USER_00104,NAME_00104,,United States,"@BadMedicalTakes I developed asthma as an adult, decades after being vaxxed &amp; before covid. No vaccine created my asthma.",1.72E+18,2023
Tue Aug 22 11:57:53 +0000 2023,44,5,4,USER_00105,NAME_00105,,Australia,"@SenatorRennick I feel like there is no acceptable way to die…. 
heart attack 
stroke 
cancer 
car accident 
asthma 
diabetes 
are all unacceptable

EXCEPT medical intervention… They are ok if we die from the vaccine but not from Covid 

Medical error is the 3rd leading cause of death 🤔",1.69E+18,2023
Thu Nov 02 17:02:12 +0000 2023,10,2,0,USER_00106,NAME_00106,,,"I follow a gal here on X who has 3 degrees in science, so she was very pro-vax and was eager to get her kids the covid vaccine.  The oldest who had asthma was the first to get vaxxed and developed myocarditis.  He was in the cardiac unit for 4 days and now can't do hardly anything.  He was in the ER again over the weekend for chest pain.  Thankfully, he's okay.

She knew myocarditis was a side-effect of the covid vaccine but believed the MSM when they said it was very mild and about all you needed to do if you developed it was take an aspirin.

She's now an anti-vaxxer after what happened to her son and seeing how the MSM, CDC, FDA and everyone in positions of authority lied through their teeth about the dangers of the vaccine.",1.72E+18,2023
Sat Feb 10 15:02:46 +0000 2024,4,0,0,USER_00106,NAME_00106,,,"Just before Christmas I feel on the ice and broke both my wrists.  I told the ER doc I didn't want a covid vaccine as I think it will kill me due to a genetic liver issue.  My husband had gone home to take care of the dog when I told the ER doc this, but the doc told my husband I let him know my feeling on the vaccine while they had me out to set my wrist.  He was decent about, but we're in a very red state.

When we were living in a very blue part of a very blue state and I got seriously burned, we didn't go the hospital for fear of being forced vaxxed--treated the burn with ice, colloidal silver gel and vitamin E when the skin sluffed off and it healed completely.",1.76E+18,2024
Sun May 14 17:28:22 +0000 2023,3,1,0,USER_00107,NAME_00107,,United States,a gun at his head in front of her multiple times... oh and then refused to get a covid vaccine despite my asthma and predisposition to bronchitis and refusal to go over there while he is unvaccinated! yeah I'M the weirdo for getting the fuck away from that shit. sure!,1.66E+18,2023
Sat Jan 13 15:23:58 +0000 2024,7,0,2,USER_00108,NAME_00108,,,@holisticgrenade I am a pediatric nurse. I believe vaccines are harmful. I have refused to give the Covid vaccine. I am in an admin position now. The healthy human can manage without these toxins. Autism..allergies..asthma and more provides the medical professionals and pharma more profits,1.75E+18,2024
Wed Feb 07 19:22:01 +0000 2024,0,0,0,USER_00109,NAME_00109,,,"@davidcullinane You keep on ignoring reality

We chose this pestilence instead of protection

There are new vaccines for covid and RSV available on other countries, denied to us.

We still don't have HEPA filters in children's spaces even with kids dying.

Measles on the rise.

Asthma📈 https://t.co/dBSOFFadmF",1.76E+18,2024
Wed Feb 07 20:06:41 +0000 2024,0,0,0,USER_00110,NAME_00110,,,"Maybe the Covid Vaccines are causing an increase of asthma?  Go after the real big emitters China and India if you had the balls to, not average Canadians. Your tweets are so out to lunch you won't let Canadians reply to them. Why Charlie? You represent Canadians not Charlie.",1.76E+18,2024
Thu Feb 08 00:37:41 +0000 2024,5,1,1,USER_00111,NAME_00111,,Australia,"@thereal_truther @JohntheLyricist I am not saying the covid vaccines didn't give people rapid heart rates, myocarditis, chills even maybe some got asthma, sweats, muscle pain or nightmares - but I have yet to confirm one direct connection from vaccine to death... Lotsa people died from covid tho.",1.76E+18,2024
Tue Nov 07 00:34:12 +0000 2023,2,0,0,USER_00112,NAME_00112,,United Kingdom,"@BkHart1 Yeah, I get my flu vaccine every year and I also got my COVID vaccine this year again. I’m on Sirdupla because Symbicort didn’t work for me but I’ve been struggling with my inhalers lately so I’ve got an appointment with my asthma nurse on Wednesday.",1.72E+18,2023
Fri Nov 10 15:01:13 +0000 2023,1,1,1,USER_00113,NAME_00113,,,"i’m so mad that asthma isn’t an automatic covid vaccine ticket, my worst and main symptom is that my breathing is bad!! vaccinate  all asthmatics!",1.72E+18,2023
Wed Jul 26 01:14:43 +0000 2023,20,1,1,USER_00114,NAME_00114,,,"It’s certainly not a Covid vaccine but it’s used to treat all manner of lung diseases because it helps you breathe. Covid patients included. It’s used to asthma, pulmonary fibrosis, lung cancer patients and it makes perfect sense that it would help Covid patients with breathing problems. It was stupid of the government to destroy or not let them into the country for political reasons. I wonder how many died because they couldn’t breathe as a result?",1.68E+18,2023
Wed Feb 07 17:52:01 +0000 2024,2,1,0,USER_00115,NAME_00115,,,"@trillionofcells @TheFrankmanMN @krebiozen @simulflow @crabb_vicki @mcfunny @ShaneAKAProp @CaryDavid722 @Veeteejay1 @TakethatCt @ASchifty @Scary7Dr @bjurrows @AphasiaAnomic @sduncanhealth @shinko_hadoken @Arkout3 @Pouldeau61 @runhack @cappsie @BB0941167867205 @AnnLove4All @raoulduke49 @taurusg333 @doritmi @Kathmarval @Danny459673 @WendyOrent @DaveBla81093404 @MsTrixter @TonyBaduy @Hurriquake @MONTMAN9500 @StuWizzle @Golfergirl2018 @dann58638436 @encyclopath @1_TMF_ @Fornowago @FUDyou2 @Catheri49917567 @RadioColor @tonymac5 @groin_hammer @CyclopsSeesAll @ScienceMonkey0 @Just4TheCause @zendogbreath @FormerAntivax I was diagnosed with Long Covid in Nov 2020. There’s no possible way I could have received the vaccine. It’s not vaccine related. I now deal with asthma, POTS, dysautonomia, chronic nerve pain, immune deficiency. My dysautonomia doctor said no quercetin due to med interactions.",9.22E+17,2024
Sat Oct 14 21:17:37 +0000 2023,3,0,0,USER_00116,NAME_00116,,United Kingdom,"@williamnicholl5 @alex_velovelo1 @theJeremyVine What if you are there for a contraceptive pill check, a flu or covid vaccine, a diabetes or asthma meds review. On the rare occasions I’ve needed to see my GP, I’ve been perfectly capable of cycling or walking to the practice.",1.71E+18,2023
Fri Aug 18 10:15:52 +0000 2023,4,0,0,USER_00117,NAME_00117,,United Kingdom,"@iluminatibot I'm a professional boxing trainer who would have been one of the fittest 47 year olds you'll ever meet. After my first (and last) covid vaccine, both of my hands swelled up like balloons and I now need an asthma inhaler. I will never accept this as coincidence. The jab did it.",1.69E+18,2023
Wed Sep 06 17:07:44 +0000 2023,5,1,0,USER_00118,NAME_00118,,United States/ Canada,"@VABVOX I always get the flu shot due to asthma complications having once gone to pneumonia decades ago. I’m all boosted but will get the new Covid vaccine when my pharmacist lets me know he has it in. Since Mr R died, and I can’t drive, I’m not out much. But it only takes once.",1.70E+18,2023
Mon Oct 30 14:50:54 +0000 2023,1,0,0,USER_00119,NAME_00119,,United States,"@SatiricalFey @JkkCalifornia @NohaAboelataMD Your doctor is correct - I'm also immunocompromised (and have asthma) and experienced these same symptoms for 24 hours after each covid vaccine, but they resolve quickly. You're not alone!",1.72E+18,2023
Thu Feb 08 10:02:46 +0000 2024,2,1,0,USER_00120,NAME_00120,,,"@FawdonMag @joshuamcclure @jonsopel @charlesarthur Try telling that to the young lady I know who lost both of her parents to covid before they had chance to have the vaccine, leaving her an orphan at twelve years old.
My wife has severe asthma. It is feasible that without the vaccine she may well be gone too.",1.76E+18,2024
Sat Aug 19 22:26:53 +0000 2023,3,1,0,USER_00121,NAME_00121,,United States,"@tomdoorley @everettsrest Tom I thought Vaccines protect you..Iv asthma,never took a covid vaccine..never got sick with covid..my mother is 84..never got a vaccine in her life,got covid,recovered in 3 days..how many shots have you had now &amp; still getting covid..how long does it take for the penny to drop",1.69E+18,2023
Thu Nov 02 03:50:17 +0000 2023,1,0,0,USER_00122,NAME_00122,,Japan,"I have asthma so had it every year since I was young. Nothing close to covid vaccine. Basically a sore arm for a few days is the worst of it , and flu like symptoms for 24 hours. But after that you're basically fine. When I had covid vaccine first couple of times I felt like death.",1.72E+18,2023
Thu Nov 16 09:50:31 +0000 2023,1,1,0,USER_00123,NAME_00123,,Israel,@barakltd Yes vanilla Crembo. 🙂 You don’t have to get the COVID vaccine. I’m at high risk because of asthma and lung problems. Got the vaccine a year ago too and it helped protect me.,1.73E+18,2023
Fri Aug 11 13:46:40 +0000 2023,7,0,0,USER_00124,NAME_00124,,,"@goddeketal @JenniferNuzzo i'm 75. in my life i've had the flu ONCE. i never got the flu or covid vaccine. i take vit c, d &amp; zinc, protein drink, eat organic, plenty of rest. i've been around a 2 people with covid &amp; didn't catch it. and i have asthma.
i'll take my immune system over a covid vaccine.",1.69E+18,2023
Sat Dec 23 19:29:52 +0000 2023,1,0,0,USER_00125,NAME_00125,,United States,@AC_NoChill I’ve had my pneumonia shots. I have to get them every five years because I have asthma and anytime I get any type of respiratory infection. It lands in my lungs but as far as Covid vaccine I can’t do it. I have a fib and I’m on blood thinners doctor doesn’t recommend it.,1.74E+18,2023
Fri Feb 09 10:46:05 +0000 2024,2,0,0,USER_00126,NAME_00126,,,"@dgurdasani1 @SpillerOfTea I'm only able to get these vaccines because of asthma. How many other conditions affect breathing, though? I'm frequently air hungry with ME, as many others are. What impact would covid/flu have on that? Vaccines are cheaper than hospitalisation.",1.76E+18,2024
Tue Oct 10 00:18:58 +0000 2023,1,0,0,USER_00127,NAME_00127,,,"@LOTNorm Yeah I knew I was going to be sick anyway so I figured I would get them all done at once. I always get sick from the COVID vaccine. And now that I have asthma, I needed to get the pneumonia vaccine. But thankfully it’s not one you have to get annually.",1.71E+18,2023
Wed Aug 16 22:02:09 +0000 2023,3,0,0,USER_00128,NAME_00128,,United States,"@CaryCheshireTX And as for the Covid vaccine, of course I have it. I have severe asthma and other health issues that could have caused major complications. But again, feel free to keep attacking me.",1.69E+18,2023
Thu Jun 29 14:20:04 +0000 2023,3,0,0,USER_00129,NAME_00129,,United States,"@bambkb Covid is a lung disease. Covid Vaccine injury is  asthma. Canada is part of the NWO. Makes sense they would poison the air. Cause mass deaths or biotech $$  
They love us sick and going to hospitals where they make money",1.67E+18,2023
Wed Feb 08 16:11:30 +0000 2023,17,14,0,USER_00130,NAME_00130,,,".@RepNancyMace details how Twitter suppressed opinion from doctors who disagreed with the CDC on getting the COVID-19 vaccine. Mace noted how she developed asthma after getting the second COVID shot, tremors in her left hand, and occasional heart pain.",1.62E+18,2023
Fri Feb 16 03:56:20 +0000 2024,0,1,0,USER_00131,NAME_00131,,,"@DrLovlie @TexasLindsay_ @DebbieLesko @COVIDSelect I developed Autom immune disease (lupus) after Covid vaccine, never had health issue , now I have heart palpitations, AFib, high blood pressure on top of Autoimmune problems",1.76E+18,2024
Tue Feb 13 17:32:15 +0000 2024,0,0,0,USER_00132,NAME_00132,,,"Bravo 👏🏼 spot on! My blood pressure is through the roof right now 😖 I need to calm down, after all COVID vaccine has caused damage to my heart!",1.76E+18,2024
Mon Feb 12 17:06:46 +0000 2024,3,5,0,USER_00133,NAME_00133,,,@RaccoonAmerican @MikeChouine1987 @RealCandaceO Because the pharma company said so? You also don't get high blood pressure from Covid Vaccines. Lol 🤣,1.76E+18,2024
Thu Feb 15 13:36:08 +0000 2024,0,0,0,USER_00134,NAME_00134,,United States,"@_APWK_ My 37 year old healthy son got the jab and a year later had an undiagnosed extreme high blood pressure event, doc’s said it was genetic. End result is 7 % kidney function and waiting on a donor kidney.
His three little boys need their dad. 
Screw Covid, the vaccine and Joe Biden.",1.76E+18,2024
Mon Feb 12 17:20:07 +0000 2024,5,0,3,USER_00135,NAME_00135,,United States,"Where is Care-A-Van this week?! You may be able to get a COVID-19, Mpox, flu, childhood vaccines, or a blood glucose and blood pressure screenings. Please register in advance if you can: https://t.co/G1uhLmQcRm https://t.co/WbpCHAw8Hr",1.76E+18,2024
Sun Jan 30 03:48:05 +0000 2022,22,18,4,USER_00135,NAME_00135,,United States,Have side effects after getting the #COVID19 vaccine? That’s normal and a sign that your immune system is responding to protect your body from infection. #VaccinateWA #COVIDVaccine https://t.co/tFzmItIM6m,1.49E+18,2022
Wed Feb 14 01:45:36 +0000 2024,0,0,0,USER_00136,NAME_00136,,,"@BretWeinstein She is likely in denial. I'm also a nurse and got the vaccine back in Dec 2020. I did it because I was afraid, thought it might protect me. All I got was Covid 2 more times and high blood pressure. I count myself lucky, but I'm still angry about the high blood pressure.",1.76E+18,2024
Thu Feb 15 21:36:50 +0000 2024,2,0,0,USER_00137,NAME_00137,,,"@RamperTrbrbtc @GrahamWardle Me too, i was mandated as a volunteer teacher to take the vaccine. I experienced gastroparesis, nausea erratic blood pressure, heart rate it feels like my heart being ripped out through my neck&amp;kidney problems. Covid was all about money&amp;control.",1.76E+18,2024
Mon Feb 12 13:43:32 +0000 2024,2,0,0,USER_00138,NAME_00138,,United States,"Valentine’s Day is all about hearts. So treat yours right at Heart Health and Wellness Day in the Guttenberg Resource Center on Wednesday, Feb. 14 from noon to 3 p.m. There will be free blood pressure and glucose testing, free giveaways, free flu and COVID vaccines, and more. https://t.co/avetkFxQJ2",1.76E+18,2024
Sat Feb 10 14:01:23 +0000 2024,0,0,0,USER_00139,NAME_00139,,United States,"The GraceMed Mobile Health Unit will be at Dellrose United Methodist Church (1502 N. Dellrose Ave) TODAY from 12PM to 3PM providing FREE Covid-19 Vaccines &amp; Boosters for Eligible Individuals. Glucose, Blood Pressure, Covid-19, Flu, &amp; RSV Testing &amp; Education. https://t.co/sAcFeFmyip",1.76E+18,2024
Fri Feb 09 18:28:53 +0000 2024,1,0,0,USER_00139,NAME_00139,,United States,"The GraceMed Mobile Health Unit will be at Dellrose United Methodist Church (1502 N. Dellrose Ave) TOMORROW from 12PM to 3PM providing FREE Covid-19 Vaccines &amp; Boosters for Eligible Individuals. Glucose, Blood Pressure, Covid-19, Flu, &amp; RSV Testing &amp; Education. https://t.co/yN3o60gtCN",1.76E+18,2024
Fri Feb 09 13:15:23 +0000 2024,1,0,0,USER_00140,NAME_00140,,Nigeria,"120 adults were reached with vaccination messages at the venue of the activity. Some participants received the COVID-19, HPV, Rota, and TD vaccines. Others took the opportunity to check their blood pressure, and we collected samples for tuberculosis.

#TeamVaccine
#GetVaccinated https://t.co/z8GLG53YW2",1.76E+18,2024
Wed Feb 07 03:27:45 +0000 2024,0,0,0,USER_00141,NAME_00141,,United States,"@jonathanstea But how do they evaluate how much to pay you? Is it a monthly stipend? They obv can’t tie it to performance: it’s not like you can provide stats that 15 people/month took a Covid vaccine, a tetanus shot, got a prescription for ADHD and another for blood pressure. I mean…?/s",1.76E+18,2024
Wed Feb 14 22:52:20 +0000 2024,4,2,5,USER_00142,NAME_00142,,United States,"I worked in the medical field for 30 years, this is the incentive for the Covid vaccine, incentive checks for everything exists, long term Diabetes medication, blood pressure, you name it, your so called Care giver makes an additional income off your pain and suffering.",1.76E+18,2024
Thu Feb 15 01:06:38 +0000 2024,1,7,0,USER_00143,NAME_00143,,United States,"@thenilmaku @TheOmniLiberal I had pericarditis and heart issues for years after the vaccine. Elevated blood pressure too. Cardiologist said never get another Covid vax.

No it’s true and you’re a moron for not seeing it.",1.76E+18,2024
Fri Feb 09 07:57:40 +0000 2024,13104,176,6074,USER_00144,NAME_00144,,,"""The vaccines aren't appropriate for use in humans.""

Florida's surgeon general, Dr. Joseph Ladapo, calls for an immediate halt to mRNA-based Covid ""vaccines"", citing cancer and other health risks.

""Dr. Ladapo says he has safety concerns pertaining to the discovery of billions of DNA fragments found per dose in the Pfizer and Moderna Covid vaccines.""",1.76E+18,2024
Sat Dec 23 06:45:01 +0000 2023,175,25,92,USER_00144,NAME_00144,,,U.S. Government Gave Millions to American College of Obstetricians and Gynecologists to Promote COVID-19 Vaccines to Pregnant Women: https://t.co/4EXMDRrcvv,1.74E+18,2023
Mon Feb 12 01:34:35 +0000 2024,4751,376,1949,USER_00145,NAME_00145,,Canada,"Pfizer airs an Ad during Super Bowl featuring their next ‘Health Adventure’ focussing on Cancer. Seriously.

Did anyone ever find out why the Pfizer ‘Covid Vaccines’ tested positive for the known ‘Cancer Inhibitor’ SV40? 

https://t.co/AglD2JEbYL",1.76E+18,2024
Mon Jan 29 05:37:27 +0000 2024,5233,320,2682,USER_00145,NAME_00145,,Canada,"Do you understand what’s happening here? 

The Treasonous Dr. Birx is laying the pathway that people with ‘Covid’ is comparable to HIV/AIDS. 

They’ll soon state that ‘Covid’ (which was a Psychological Operation) causes HIV/AIDS…when it was the ‘vaccine’. https://t.co/y19nsC7NcR",1.75E+18,2024
Mon Jan 29 19:15:50 +0000 2024,94,16,55,USER_00145,NAME_00145,,Canada,"Fast forward to 2024. 

3 years after the Pharmaceutical Industrial Complex released their ‘Covid Vaccine’…Dr. Birx appears on MSM to compare ‘Covid’ to ‘HIV’. https://t.co/fd9xdPRsUt",1.75E+18,2024
Wed Feb 14 07:53:19 +0000 2024,14,1,11,USER_00146,NAME_00146,,China,"Welcome Turbo Cancer.  When people do not believe my story of FBI corruption, I like to ask them if they got the covid vaccine and if they say yes, I just stop talking with these people.  Sheep will be Sheep, many times it is part of their DNA, there is nothing you can do to change these people.  I would rather talk with the wolves than talk to the sheep.",1.76E+18,2024
Wed Feb 07 03:33:09 +0000 2024,77,8,43,USER_00147,NAME_00147,,,"🩸 Pfizer &amp; Moderna COVID Vaccines

🚨 Immediate halt to mRNA-based
COVID Vaccines"" NEEDED
— Dr. Joseph Ladapo
      Surgeon General FL

CITING:
CANCER and other health RISKS

📣 The vaccines aren't appropriate for use in humans
#DiedSuddenly #TurboCancer #BloodClot #Myocarditis https://t.co/jNQW4SAFJx",1.76E+18,2024
Mon Feb 12 14:31:10 +0000 2024,274,149,353,USER_00148,NAME_00148,,United States,"Do you think the Pfizer Covid vaccine is causing an increase in aggressive cancer cases?

Explain why...",1.76E+18,2024
Mon Feb 12 15:15:34 +0000 2024,259,38,99,USER_00149,NAME_00149,,,"“There is no information that suggests that COVID-19 vaccines cause cancer.”

To the best of our knowledge, this is the first case reported of a COVID vaccine booster uncovering lymphadenopathy leading to the diagnosis of metastatic prostate cancer.

You weren’t looking.. 👀 https://t.co/eAaxwml7YE",1.76E+18,2024
Fri Jan 26 03:46:28 +0000 2024,118,15,54,USER_00149,NAME_00149,,,"“On June 25, 2021, the FDA announced revisions to the patient and provider fact sheets for the Pfizer-BioNTech and Moderna COVID-19 vaccines regarding the suggested increased risks of myocarditis (inflammation of the heart muscle) and pericarditis (inflammation of the tissue surrounding the heart) following vaccination'.”

Where’s the benefit⁉️",1.75E+18,2024
Tue Feb 21 14:47:05 +0000 2023,144,16,76,USER_00149,NAME_00149,,,"“Turbo Cancer"" Post COVID-19
Vaccination? 21-Year Old Evan Fishel Died of Leukemia Only Four Days After Diagnosis. His University, Cal Maritime Academy had a COVID-19 vaccine mandate and to this day, recommends COVID-19 booster shots based on CDC guidelines.” https://t.co/k4zUj401R1",1.60E+18,2023
Thu Oct 19 16:33:42 +0000 2023,133,21,30,USER_00149,NAME_00149,,,"“Nobody who had Myocarditis from a Covid19 vaccine could have had it for five years yet.”
  
No shit, it hasn’t been 5 years yet. However, the damage is permanent and the heart doesn’t regenerate so that five years you speak of is coming soon if they make it that long. 

The damage is done and cannot be reversed. It can be treated but chances of survival are very, very slim.",1.72E+18,2023
Thu Feb 08 19:28:43 +0000 2024,471,96,238,USER_00150,NAME_00150,,,"This article below 👇 is the “Boris Johnson contracts Covid story” all over again.

The only difference is last time this was a marketing campaign to sell the Pfizer Covid Vaccine / Gene Therapy.

This time, it’s the marketing campaign to sell the Pfizer Cancer Vaccine / Gene 🧬 Therapy. 

Boris and Charles are marketing shills for  Big Pharma and complicit in this depopulation agenda.

…………………………………………………………………

Disclaimer: Due to new Free Speech regulations in Canada 🇨🇦, The European Union 🇪🇺 and The UK 🇬🇧 we are now labelling all of our posts as fiction.

Please view this post as complete fiction.",1.76E+18,2024
Sun Feb 11 16:24:28 +0000 2024,143,5,78,USER_00151,NAME_00151,,,"Fox 35 reports on the billions of DNA fragments found in footage of the Moderna and Pfizer COVID-19 vaccines. How this affects humans in three main areas:
1⃣️Healthy human genes have been transferred into cancer cells
2⃣️Chromosome instability
3⃣️And how the integration affects unintended parts of body such as the heart, brain, lungs, and the injection site itself.",1.76E+18,2024
Sat Dec 30 16:24:00 +0000 2023,145,6,61,USER_00151,NAME_00151,,,"Professor Burkhardt said in a widely circulated speech that he would not advise women get pregnant with men who have been vaccinated with COVID-19 vaccine. In the interview, he provided more context for his statement and explained how the COVID-19 vaccine affects reproductive organs!",1.74E+18,2023
Sat Feb 10 05:38:04 +0000 2024,160,24,33,USER_00152,NAME_00152,1964,United States,"You mean all those flu deaths labeled as COVID deaths could have been saved by a “turbo-cancer” COVID vaccine that was mandated for most workers by medical tyrants in government run by Democrats and the Deep state. 

Okay, whatever you say. 🙄 https://t.co/ENGL0t2kxN",1.76E+18,2024
Mon Feb 05 22:56:17 +0000 2024,36,3,7,USER_00152,NAME_00152,1964,United States,"Speaking of turbo charge - both my older landlords were duped into getting the COVID vaccine, got turbo cancer, and died - just six days apart. If they had taken Ivermectin, instead of the death shot, they’d both still be alive.",1.75E+18,2024
Thu Feb 15 19:08:18 +0000 2024,7,2,6,USER_00153,NAME_00153,,,"🤔Do DNA Fragments in COVID-19 mRNA Vaccines Cause Harm?
Dr. Paul Offit explains why it’s virtually impossible for DNA fragments in COVID-19 mRNA vaccines to cause harms, such as cancers or autoimmune diseases.   Dr. Offit describes what would have to happen in order for DNA fragments to cause harm by explaining three protective mechanisms in our cells that DNA fragments from mRNA vaccines cannot overcome. First, the cytoplasm has immune mechanisms and enzymes that destroy foreign DNA. Second, the fragments would have to enter the nucleus, which requires a nuclear membrane access signal that these DNA fragments don't have. Third, even if they were able to enter the nucleus, the fragments would need to have an enzyme called integrase to become part of our DNA, which they also don’t have.
Source: The Children's Hospital of Philadelphia (YouTube)",1.76E+18,2024
Wed Jan 17 22:08:06 +0000 2024,361,373,220,USER_00153,NAME_00153,,,"Bill Gates: We will have new vaccines, we'll have a TB vaccine, malaria vaccine, HIV vaccine and even the things like Covid vaccines, we need to make them have a longer duration, more coverage, and we're gonna change instead of using the needle to use the little patch...
Source: CNBC-TV18 (YouTube)",1.75E+18,2024
Tue Jan 09 05:27:37 +0000 2024,2792,222,1302,USER_00153,NAME_00153,,,"‘I’m seven months pregnant’: Qld nurse fired for refusing COVID jab
Queensland nurse Ella Leach has been fired from her job for refusing the COVID-19 jab despite being seven months pregnant and the state lifting the vaccine mandate in September last year.  “Nothing really prepares you for it,” Ms Leach told Sky News host Caleb Bond.  “You know it’s on the cards as long as the disciplinary committee process is happening.  “I’m seven months pregnant nearly – I should be focusing on the joys of becoming a first-time mum, but it’s overshadowed by this process.  “There’s no sensible reason why they would continue this action, we know that our hospitals are screaming out for staff, we’re seeing ambulances ramped outside, people dying in ambulances, rural areas really suffering.  “I don’t know why they bothered to drop the mandate if they were going to continue firing people – I’m one of at least 50 since September 25.”
Source: Sky News Australia (YouTube)",1.74E+18,2024
Sat Feb 10 11:54:42 +0000 2024,22,4,11,USER_00154,NAME_00154,,United States,"⛔️""The vaccines aren't appropriate for use in humans.""

Florida's surgeon general, Dr. Joseph Ladapo, calls for an immediate halt to mRNA-based Covid ""vaccines"", citing cancer and other health risks.

""Dr. Ladapo says he has safety concerns pertaining to the discovery of billions of DNA fragments found per dose in the Pfizer and Moderna Covid vaccines.""",1.76E+18,2024
Thu Feb 15 02:04:28 +0000 2024,9,0,2,USER_00155,NAME_00155,,Canada,COVID VACCINES CAUSING CANCER https://t.co/bCG6jRGnSZ,1.76E+18,2024
Thu Feb 15 19:35:04 +0000 2024,59,6,4,USER_00156,NAME_00156,,United States,the cutting edge cancer vaccine research is downstream of the US’s mRNA investments during covid and happening at places like Moderna. everyone is currently *close* to creating vaccines.,1.76E+18,2024
Wed Feb 07 05:32:09 +0000 2024,14,1,8,USER_00157,NAME_00157,,United States,"Strange 👀
This was posted to Google about 13 hrs. ago....
🚨🚨 #TurboCancers are now an ""side effect"" of the Covid vaccine ! 
Rapid Cancer rate in the vaccinated ⚠️ 
Google mentions Toby Keith 😔💉 
...deaths in the hundreds of millions. 
#Genocide 
#DiedSuddenly
#Tucker 
#Putin https://t.co/i1muSekzge",1.76E+18,2024
