Tweet_created_at,username,name,tweet_text,replies_count,retweets_count,likes_count,country_name,id,year,birth_date
2022-12-23 18:07:00 Iran Standard Time,USER_01183,NAME_01177,"@Username I highly regret it and so do millions especially those who’ve died, had chronic heart problems, who’ve had Severe Covid after the vaccine.",0,0,1,North America,1.61E+18,2022,
2022-12-23 18:02:42 Iran Standard Time,USER_01184,NAME_01178,"@Username @Username Are y’all stuck in outer space? The probability that your entire family went into heart failure after the Covid vaccine is bullshit. Sorry, not sorry! And not being in the hospital while in active failure is suspicious.",0,0,0,North America,1.61E+18,2022,
2022-12-23 17:57:33 Iran Standard Time,USER_01185,NAME_01179,"@Username @Username *COVID vaccine heart attacks increasing  There, fixed it for you.",0,0,2,North America,1.61E+18,2022,
2022-12-23 17:45:22 Iran Standard Time,USER_01186,NAME_01180,"Pilots dying in flight post COVID vaccine; ""Catastrophic Potential at Take-Off &amp; Landing: The Lights Can Go out on Pilots at Any Time, he had no idea that he was about to have a heart attack""  https://t.co/BzDCaAr5gh   I think I will pass on flying for now. Get the fired pilots.",0,1,1,North America,1.61E+18,2022,
2022-12-23 17:31:52 Iran Standard Time,USER_01187,NAME_01181,"1/3 Think about it. We shut down the world and COVID still wasn’t our #1 killer. We mandated masks and vaccines, closed small businesses, told pple they couldn’t go outside. Yet heart disease and other preventable diseases still took the cake on killing Americans.  https://t.co/J9o9EgjeRG",1,0,0,North America,1.61E+18,2022,
2022-12-23 17:04:40 Iran Standard Time,USER_01188,NAME_01182,Everytime I hear someone is going to the hospital and not coming out .  So many heart related issues ! I’m extremely mad at myself for taking that vaccine. Never in my life have  I seen healthy people start stopping dead this fast . It’s gotta be related to that covid vaccine .,0,0,0,North America,1.61E+18,2022,
2022-12-23 14:54:08 Iran Standard Time,USER_01189,NAME_01183,"@Username @Username @Username New data from SA Health, South Australia’s state health department, shows that every time a major Wuhan coronavirus (Covid-19) “vaccine” rollout occurred, there was a corresponding spike in the number of 15-to-44-year-olds who complained of heart problems.  https://t.co/oXl2yWzTqZ",1,0,0,North America,1.61E+18,2022,
2022-12-23 12:48:16 Iran Standard Time,USER_01190,NAME_01184,"FDA Study: COVID Vaccine Linked to Blood Clotting in Elderly • Dr. Peter McCullough: “the large uptick in blood clots, progression of atherosclerotic heart disease, &amp; blood disorders is independently associated with COVID-19 vaccination.”  https://t.co/sqwpLmvwTW",0,0,0,North America,1.61E+18,2022,
2022-12-23 09:56:10 Iran Standard Time,USER_01191,NAME_01185,Pfizer’s vaccine for Covid  pulmonary embolism (when a blood clot gets stuck in the lungs)  acute myocardial infarction (heart attack)  disseminated intravascular coagulation (an abnormal blood clotting condition)  immune thrombocytopenia (a blood platelet disorder),0,0,0,North America,1.61E+18,2022,
2022-12-23 08:34:15 Iran Standard Time,USER_01189,NAME_01183,"@Username @Username @Username A study conducted by the Centers for Disease Control and Prevention (CDC) revealed that the Wuhan coronavirus (COVID-19) vaccines increase the risk of myocarditis (heart muscle inflammation) by 13,200 percent.  https://t.co/tf8WVzBHCF",2,0,2,North America,1.61E+18,2022,
2022-12-23 07:13:55 Iran Standard Time,USER_01192,NAME_01186,"@Username (C/P)… With the FDA acknowledging blood clots, just wait for all the incoming “but it’s safer than catching Covid tweets”. Your child has less than a 0.005% chance of dying from Covid yet you injected them with an experimental vaccine that causes heart issues and blood clots.",0,0,0,North America,1.61E+18,2022,
2022-12-23 05:52:37 Iran Standard Time,USER_00526,NAME_00523,"The mRNA COVID-19 vaccines have done more harm to the public than good as a large percentage of patients have been injured by the mRNA vaccines, with harms including a broad range of injuries to the heart, according to cardiologists McCullough and Malhotra  https://t.co/5hGRCIE2TQ",0,1,0,North America,1.61E+18,2022,
2022-12-23 05:27:08 Iran Standard Time,USER_00497,NAME_00494,"Covid vaccines are attacking the heart (and other organs) and killing people. In 14 of 15 cases, the heart was attacked by the vaccine.",10,11,62,North America,1.61E+18,2022,
2022-12-23 05:19:34 Iran Standard Time,USER_01193,NAME_01187,"@Username Umm the vaccine that you received but still got Covid?  What about the increase of cancer diagnosis,  stillborn births have tripled,  and young teens developing heart defects",0,0,0,North America,1.61E+18,2022,
2022-12-23 05:19:27 Iran Standard Time,USER_01194,NAME_01188,"@Username Ok so 230,000 Covid deaths in Britain and 30,000 deaths related to heart problems. The vast majority of those will be Covid related too.   Studies show that the vaccinated are LESS likely to die from other non Covid related deaths. Showing it isn’t the vaccine it’s long Covid.",2,0,1,North America,1.61E+18,2022,
2022-12-23 05:05:41 Iran Standard Time,USER_01195,NAME_01189," https://t.co/ICiJzWU4bo. Never give the jab to small children! They are at essentially zero risk from the virus. Worse, those that have already had COVID have extra risk adverse vaccine reactions (brain, heart, random clotting, thrombosis etc.)",0,0,0,North America,1.61E+18,2022,
2022-12-23 04:12:20 Iran Standard Time,USER_01196,NAME_01190,The CIA finally perfected the heart attack gun and then spread the rumors that covid causes them and the vaccine causes them,0,0,0,North America,1.61E+18,2022,
2022-12-23 03:37:35 Iran Standard Time,USER_01197,NAME_01191,"@Username @Username Rise above and beyond. Believe me I’m angry. My uncle was one of those people who trusted the doctors and government. He died last January after developing A-Fib after the vaccines. Developed A-Fib, got Covid and died of heart failure in the hospital.",1,1,3,North America,1.61E+18,2022,
2022-12-23 03:13:46 Iran Standard Time,USER_01198,NAME_01192,"@Username Americans are facing death, heart attacks and other injuries alone from covid ""vaccines"".",0,0,0,North America,1.61E+18,2022,
2022-12-23 02:47:37 Iran Standard Time,USER_01199,NAME_01193,"@Username @Username @Username @Username “A new study has found that the risk of myocarditis, or inflammation of the heart muscle, is seven times higher with a COVID-19 infection than with the vaccine to protect against the disease.”",0,0,0,North America,1.61E+18,2022,
2022-12-23 02:40:59 Iran Standard Time,USER_01200,NAME_01194,BREAKING: ABC journalist has broken her silence and revealed she has developed a heart condition due to the COVID vaccine.,6,22,42,North America,1.61E+18,2022,
2022-12-23 02:19:46 Iran Standard Time,USER_01201,NAME_01195,"@Username @Username @Username @Username @Username What you don’t realize is that Covid causes endothelial damage =blood vessels = clots leads = heart attacks. Hence people, young just dropping dead - not the vax. Covid impact know long before vaccines were ever available in 12/2020  https://t.co/KTB90gTbRG",3,0,1,North America,1.61E+18,2022,
2022-12-23 02:10:46 Iran Standard Time,USER_01202,NAME_01196,"@Username please be clear Long Covid = Vaccine Injury  My sister - stroke/neurological issues  A friend - VT &amp; myocarditis   A young teacher - on heart transplant list  And yes I know more…  A #CovidRoyalCommission needs to be held,",0,2,4,North America,1.61E+18,2022,
2022-12-23 01:37:17 Iran Standard Time,USER_01203,NAME_01197,"@Username Covid vaccine causes heart issues, blood clots, does it also make black people STUPID!  That’s right!  I call it as I sees it!  Serious inquiry!?",0,0,0,North America,1.61E+18,2022,
2022-12-23 01:26:09 Iran Standard Time,USER_01204,NAME_01198,"If you still think the government has your best interests at heart you are delusional, or a Democrat.  FDA comes clean about covid-19 vaccines and formation of clots – two years too late  https://t.co/lH9nJJ85gr",1,4,11,North America,1.61E+18,2022,
2022-12-23 00:57:25 Iran Standard Time,USER_01205,NAME_01199,@Username Starting with her &amp; her family...?? I bet's not...this plan doesn't include the elites. Has it already begun with the manufactured Covid virus &amp; vaccine..? Who wud believe a thing our govts tell us anymore. Govt are NOT our friends...they do NOT have our best interests at heart.,0,0,0,North America,1.61E+18,2022,
2022-12-23 00:52:40 Iran Standard Time,USER_01206,NAME_01200,"@Username @Username @Username Right? Where’s the logic. If they’re not taking the vaccine and they don’t believe covid causes myocarditis, why would they need magic heart muscle building vitamins?",0,0,7,North America,1.61E+18,2022,
2022-12-23 00:04:02 Iran Standard Time,USER_01207,NAME_01201,"Cardiologists are state now the Mrna Covid vaccines have caused an extreme amount of heart issues with people because of the vaccination. There are about 30 people dying a day from COVID yet there are 2,000 dying a day from heart disease. Stop Vaxing!   https://t.co/ZoANFm8Bxb",0,1,1,North America,1.61E+18,2022,
2022-12-23 00:03:36 Iran Standard Time,USER_01208,NAME_01202,Mixing Panera Lemonade with that enhancement honey?! okay .. And when y’all have a heart attack …. Don’t blame it on a COVID vaccine,0,0,0,North America,1.61E+18,2022,
2022-12-22 23:47:28 Iran Standard Time,USER_01209,NAME_01203,"@Username They get Covid LOL  They die from blood clots, strokes, heart attacks etc. The vaccine clogs the blood.",0,0,0,North America,1.61E+18,2022,
2022-12-22 23:26:49 Iran Standard Time,USER_01210,NAME_01204,@Username @Username Timbit for you buddy. FDA has come out and stated it was mislead by Pfizer and the vaccine for Covid-19 has a 71 times higher rate of heart problems than any current vaccine on the market. You wanna sleep on it? Keep getting boosted you're playing Russian Roulette! luck runs out!,0,0,0,North America,1.61E+18,2022,
2022-12-22 23:00:30 Iran Standard Time,USER_01211,NAME_01205,"@Username Well this presents a dilemma, doesn't it?  Do they blame her heart failure and resulting death on  1) her obesity (inflammation, cholesterol), and ruin the body-positivity movement? or 2) the vaccine (myocarditis, blood clots), and undermine the entire COVID vaccine strategy?",0,0,3,North America,1.61E+18,2022,
2022-12-22 22:27:57 Iran Standard Time,USER_01212,NAME_01206,"As a senior, I was surprised when I developed cardiomyopathy (congestive heart failure) after receiving Covid vaccine. Truly life changing. They said it was serious but rare. Well if it hits you it isn’t rare.",0,0,0,North America,1.61E+18,2022,
2022-12-22 21:24:13 Iran Standard Time,USER_01105,NAME_01098,"@Username @Username Tell me oh smart one, why heart conditions started rising in 2020 (before vaccine) and started rising even more in 2021 (when there were more Covid cases in 2021 than all of 2020) in age groups that weren’t yet eligible for vaccine then? It’s more like Covid increases risk",0,0,3,North America,1.61E+18,2022,
2022-12-22 20:41:39 Iran Standard Time,USER_01213,NAME_01207,@Username My husband who has heart failure got through Covid very well! He is not 82 but please tell your Dad to get plenty of rest. You are correct the vaccine and boosters are life saving!,0,0,0,North America,1.61E+18,2022,
2022-12-22 19:02:46 Iran Standard Time,USER_01214,NAME_01208,"Future headline:  ""Study finds using the spike protein as the basis for Covid-19 vaccines triggered heart diseases.""",4,13,33,North America,1.61E+18,2022,
2022-12-22 18:30:32 Iran Standard Time,USER_00785,NAME_00781,@Username @Username @Username @Username so ignore the 100's of articles pre vaccine about heart damage from covid then? That's the other link and pretty sure Gates didn't have his hands in every single one of those.,0,0,0,North America,1.61E+18,2022,
2022-12-22 18:10:42 Iran Standard Time,USER_01215,NAME_01209,@Username @Username @Username What heart problems did you get for two weeks?  Did it magically disappear?  And the vaccine doesn’t stop you from getting covid. It lessens the risk of being in icu or dying.,0,0,0,North America,1.61E+18,2022,
2022-12-22 17:24:56 Iran Standard Time,USER_01216,NAME_01210,@Username @Username Covid like other viruses has the potential to cause a cytokine storm which causes inflammation which can go to the heart and cause myocarditis. So can vaccines.,2,0,3,North America,1.61E+18,2022,
2022-12-22 16:40:07 Iran Standard Time,USER_01217,NAME_01211,"Just as FDA finally admits Covid vaccines cause blood clots, heart attack and myocarditis, the Canadian government continues to push their death brigade telling kids get jabbed and mask up this Christmas.",0,0,5,North America,1.61E+18,2022,
2022-12-22 16:23:41 Iran Standard Time,USER_01179,NAME_01173,"@Username @Username @Username Vaccine can cause myocarditis in rare cases. No evidence the vaccine causes blockages (coronary artery disease), which develops over decades. That's the underlying basis for plaque rupture, that causes heart attacks. Also, chances are low that COVID would kill her now tg.",1,0,1,North America,1.61E+18,2022,
2022-12-22 16:20:57 Iran Standard Time,USER_00298,NAME_00298,Nobody in government took the Covid vaccine.  I’ll bet on that.  They’re not getting vaccine injuries at the same rate the population is. No surprise heart attacks and they’re old and weak.  They knew.,42,75,500,North America,1.61E+18,2022,
2022-12-22 14:10:12 Iran Standard Time,USER_00899,NAME_00894,@Username You should be ashamed using Christmas traditions to promote a vaccine that will not keep anyone from getting Covid but has been proven to cause heart issues and blood clots.,0,0,0,North America,1.61E+18,2022,
2022-12-22 12:53:54 Iran Standard Time,USER_01218,NAME_01212,"@Username You know and I know. Covid vaccines that aren't really vaccines, bring on early death from heart attacks etc. It is hard to believe that the Pharmaceutical. Co.are really this evil, but they are that evil and greedy.",0,0,0,North America,1.61E+18,2022,
2022-12-22 12:29:08 Iran Standard Time,USER_01219,NAME_01213,Found Dead at Home after COVID-19 Vaccination by @Username   71% of deaths occur w/in 20 days of taking vaccine &amp; inflammation in the heart was coincident with the same pattern of inflammation in the arm.    https://t.co/cmRwnE5CA2,0,2,2,North America,1.61E+18,2022,
2022-12-22 11:57:13 Iran Standard Time,USER_01220,NAME_01214,"@Username Sterilizes a complete generation, causes blood clots, strokes, heart attacks,  depopulation, Myocarditis,  DropDeadSyndrome, and other fatal problems to those who have succumbed to the constant pressure of covid vaccine and booters.",1,0,1,North America,1.61E+18,2022,
2022-12-22 10:09:21 Iran Standard Time,USER_01221,NAME_01215,"@Username @Username Sadly, faith in Covid vaccines is just a religion now followed by people who have been misled by Pharma propaganda. There’s no longer any data to back it up. The shots have failed. Multiple studies and Walgreens data shows more jabs=more Covid, heart issues, clots and miscarriage",2,0,0,North America,1.61E+18,2022,
2022-12-22 07:33:56 Iran Standard Time,USER_01222,NAME_01216,I've too many folks around me in there 30's and early 40's mysteriously dieing of heart attacks lately. A FUCK TON more than covid took. These Vaccines are killing us ... Need prayers for Darren Appleton tonight. Heart attack and put into a medically induced coma. Need prayers.,2,1,4,North America,1.61E+18,2022,
2022-12-22 07:28:26 Iran Standard Time,USER_01223,NAME_01217,Myocarditis is inflammation of the heart muscle. ❤️   Pericarditis is inflammation of the outer lining of the heart.  Both have been reported in young adult males within several days after mRNA COVID-19 vaccination. 💉  #vaccine #vaccins #vaccineinjuries   https://t.co/cDXLr0MLv2,1,6,14,North America,1.61E+18,2022,
2022-12-22 06:51:32 Iran Standard Time,USER_01224,NAME_01218,@Username That’s a bunch of 🐂💩! Don’t use anything on my timeline to push that nonsense. I’ve done dozens of heart transplants due to cardiomyopathy &amp; that was before Covid vaccines were invented. Stop this anti vaccine 🐂💩. It’s killing people! 🤬Give up your nursing license!,0,0,0,North America,1.61E+18,2022,
2022-12-22 05:49:24 Iran Standard Time,USER_00497,NAME_00494,"@Username @Username @Username If you have repeatedly gotten Covid you have the vaccines to thank for that. They ruin your immune system and offer only negative immunity, blood clots, heart problems, and turbo cancer. But go ahead, get more boosters, makes perfect sense.",0,0,0,North America,1.61E+18,2022,
2022-12-22 05:48:04 Iran Standard Time,USER_01225,NAME_01219,71X more heart attacks in the Pfizer trial for COVID vaccine.  Vaccines and Related Biological Products Advisory Committee – 9/17/2021  https://t.co/JErQ45iCJ2 via @Username,0,0,0,North America,1.61E+18,2022,
2022-12-22 05:42:41 Iran Standard Time,USER_00497,NAME_00494,"@Username @Username @Username @Username It isn't Covid, it is the vaccines damaging people. The four main ways these Modified mRNA experimental gene therapies kill are cancer, prion-based diseases, heart diseases, and micro clotting. This technology does not protect against any viruses and confers negative immunity.",0,0,1,North America,1.61E+18,2022,
2022-12-22 03:24:56 Iran Standard Time,USER_01226,NAME_01220,@Username I think its true. It causes it or brings underlying condition to front like covid does. I know 3 elderly in our family all of them had heart attack/stroke after vaccine.,1,0,1,North America,1.61E+18,2022,
2022-12-22 03:05:18 Iran Standard Time,USER_01227,NAME_01221,"Covid vaccines causing blood clots, strokes and heart attacks. And yet our government still mandating shots for our military. Can anybody tell me why?",0,0,0,North America,1.61E+18,2022,
2022-12-22 02:53:40 Iran Standard Time,USER_01228,NAME_01222,"mRNA covid-19 vaccine related heart deaths, and other medical problems related to covid-19 mRNA vaccine.  https://t.co/JHO3i5LBTV",0,0,0,North America,1.61E+18,2022,
2022-12-22 02:38:51 Iran Standard Time,USER_01229,NAME_01223,"@Username @Username Yeah 72 year olds never died in their sleep before the Covid vaccines, good point.   When it comes out that he died from a stroke or a heart attack in his sleep, I’m sure you will accept that explanation instead of doubling down on your deranged, fact free theory.",1,0,0,North America,1.61E+18,2022,
2022-12-22 01:55:40 Iran Standard Time,USER_01230,NAME_01224,"@Username @Username @Username @Username @Username Covid is far more likely to kill you via blood clots and heart inflammation than the chances of you getting an extremely rare side effect from the covid vaccine. News flash, any over the counter medicine also has an extremely rare chance to threaten your life",2,0,1,North America,1.61E+18,2022,
2022-12-22 01:52:23 Iran Standard Time,USER_01231,NAME_01225,@Username @Username Really I’m 62 have heart condition and copd I had Covid 4 times was hardly sick head cold and tired and no vaccine and I didn’t die imagine that,0,0,0,North America,1.61E+18,2022,
2022-12-22 01:48:59 Iran Standard Time,USER_01230,NAME_01224,"@Username @Username If you have no evidence, you can't just say ""young people die of blood clots and heart attacks due to the covid vaccine"" those are extremely rare side effects, but tylenol can also kill you in extremely rare cases. Every medical thing has a extremely rare chance to backfire",1,0,1,North America,1.61E+18,2022,
2022-12-22 01:47:46 Iran Standard Time,USER_01230,NAME_01224,@Username @Username Can you give me the statistics of healthy young people that suddenly died of heart attacks and blood clots? Did you know that you're more likely to die of covid giving you blood clots and heart inflammation than the chances the vaccine will have severe side effects?,1,0,0,North America,1.61E+18,2022,
2022-12-22 01:29:21 Iran Standard Time,USER_01232,NAME_01226,"💥 Important Patient Safety Video..please RT/share with loved ones💥  Excellent complication video of UK medical doctors/Professors calling for the suspension of the Covid Vaccine Programme due to increase in cancers, heart disease and more.    https://t.co/HgTwtPCvbQ",0,0,0,North America,1.61E+18,2022,
2022-12-22 00:57:19 Iran Standard Time,USER_00515,NAME_00512,Now I will be scheduled for an ablation. This is twice in less than two months I had the cardio version done. The vaccine and getting Covid caused me a lot issues with my heart ❤️ and my cardiologist agrees.,13,21,70,North America,1.61E+18,2022,
2022-12-22 00:45:03 Iran Standard Time,USER_01233,NAME_01227,"@Username I was told that by 2 Drs, a nurse and 3 ""friends"" because of my heart condition. I didn't get the vaccine and had a mild 3 day case of covid.#nocovidhysteria",0,0,0,North America,1.61E+18,2022,
2022-12-22 00:33:59 Iran Standard Time,USER_01234,NAME_01228,@Username I think it’s because some people are still convinced that the covid vaccine causes heart attacks and other heart issues and are trying to create a starkly anti-vaccine stance and hoping you will support that stance.,1,0,0,North America,1.61E+18,2022,
2022-12-22 00:27:57 Iran Standard Time,USER_01235,NAME_01229,"I had covid. I survived 32 days on advil b/c my dr was a pussy and wouldn't give me HCQ or IVMCTN. I didn't get vaccine either  guess what never got covid, blood clots, heart issues, RSV, pneumonia, rare cancers and host of other issues  BONUS: I HAVE AN IMMUNE SYSTEM THAT WORKS",0,0,1,North America,1.61E+18,2022,
2022-12-21 23:49:55 Iran Standard Time,USER_01236,NAME_01230,"@Username No. Deep down in my multi-vaxed and so far Covid-free heart I am sure as can be, based on all kinds of information presented by people much smarter than I, that vaccines work. They always have and they are working now. Anti-science, anti-intellectual sentiment kills.",0,0,0,North America,1.61E+18,2022,
2022-12-21 23:29:01 Iran Standard Time,USER_01237,NAME_01231,@Username @Username Your responses to me sound like you think I don't believe COVID is real. I don't think that. Millions of people have died. Many have lingering effects from it. I don't deny that. But the vaccine protection doesn't last long and can cause heart problems in young men in particular.,3,0,1,North America,1.61E+18,2022,
2022-12-21 23:11:59 Iran Standard Time,USER_01238,NAME_01232,"@Username @Username @Username @Username He was personally injured from a vaccine, he advocates for vaccine awareness and transparency! More vaccinated people are dying than unvaccinated people from COVID-19, and myocarditis! A lot of young healthy people are dropping dead from heart attacks!  https://t.co/MYDl4KlBeN",2,1,3,North America,1.61E+18,2022,
2022-12-21 22:35:07 Iran Standard Time,USER_00576,NAME_00573,"@Username I am so thankful I didn't get any of these vaccines. Both my parents regret it. They got covid bad Even with the vaccines. I said from the start that this vaccine is bad news. Already causing peoples faces paralyzed, blood clots and heart problems. No long term studies= badnews",0,0,8,North America,1.61E+18,2022,
2022-12-21 22:12:26 Iran Standard Time,USER_01239,NAME_01233,"@Username @Username What is the benefit of getting a vaccine or boosted if it doesn't prevent COVID infection or transmission.  Vacinnated are more likely to get COVID, young people dying from heart condition, increased exposure to long COVID?  I don't trust big pharmacy or govt to tell truth",0,0,0,North America,1.61E+18,2022,
2022-12-21 21:56:32 Iran Standard Time,USER_01240,NAME_01234,"How the COVID-19 Vaccines Impact the Heart I sit down with two leading cardiologists from two sides of the Atlantic, Dr. Peter McCullough and Dr. Aseem Malhotra, to understand how the COVID-19 vaccines impact the body, especially the heart.   https://t.co/JdP54Mf9gK",0,0,0,North America,1.61E+18,2022,
2022-12-21 21:29:47 Iran Standard Time,USER_01241,NAME_01235,"Meet Lemuel, a two-time heart recipient! To read more about his COVID-19 vaccine story, visit:  https://t.co/D88hh48Mon  https://t.co/QWu2l9NRxM",1,0,1,North America,1.61E+18,2022,
2022-12-21 20:21:45 Iran Standard Time,USER_01242,NAME_01236,"Everyone who took the covid vaccine should be taking the following supplements:  -apple pectin (detox) -black seed oil (""a cure for every disease except death"") -NAC (prevent cancer) -zinc (DNA repair) -magnesium (prevent heart attack)",1,2,14,North America,1.61E+18,2022,
2022-12-21 20:08:33 Iran Standard Time,USER_01243,NAME_01237,@Username @Username Canada? That would be even better. Canada propaganda TV literally will take a story of a 7-year-old girl dying from a heart attack hours after the vaccine and claim she died of myocarditis after contracting the flu so please go get a flu shot and covid shots. Propaganda nation,0,0,2,North America,1.61E+18,2022,
2022-12-21 20:02:24 Iran Standard Time,USER_01244,NAME_01238,"@Username @Username Oh come on. Take off your mask and get some oxygen into your brain. Strokes, heart attacks, blood clots, these have nothing to do with COVID but are know side effects of the vaccines.",0,0,0,North America,1.61E+18,2022,
2022-12-21 19:38:58 Iran Standard Time,USER_01245,NAME_01239,@Username @Username Polio vaccine is fine. Gave it to my kids. Covid vaccines (therapeutics) are crap and killed my friend and permanently damaged the heart of another friend.  And kids DON'T need it.   If they allow this garbage now maybe your grandpa was right.,1,0,0,North America,1.61E+18,2022,
2022-12-21 19:16:56 Iran Standard Time,USER_01246,NAME_01240,@Username Agreed. I just picked up my dad from the Mazankowski Center monday. 2 weeks after he decided to get the flu/COVID combo vaccine he got clots and a heart attack. One of the healthiest guys I know. Tricked into thinking the vaccine is good. Glad I made the choice of not getting 💉,2,0,2,North America,1.61E+18,2022,
2022-12-21 18:41:07 Iran Standard Time,USER_01247,NAME_01241,"So many are dying way before their time with “heart” conditions??  Could it have something to do with that vaccine that if taken would prevent you from getting COVID?? or now we know, does not! So many are dealing with the unexpected loss of loved ones! This is tragic!!",0,0,0,North America,1.61E+18,2022,
2022-12-21 18:20:35 Iran Standard Time,USER_01248,NAME_01242,"Liberal media led by Woke leftwing NYT persist in pushing controversial Covid vaccines that donn’t prevent infection and transmission, may even be negatively efficacious—and are clearly linked to blood clots, including pulmonary embolism, and heart damage, including myocarditis  https://t.co/fPPnAkCEzB",0,0,1,North America,1.61E+18,2022,
2022-12-21 18:07:00 Iran Standard Time,USER_01249,NAME_01243,"@Username ""CDC data issued in October 2022 provide evidence that COVID-19 vaccines increase a person's risk of death."" and I know so mkany that took the China Vaccine who passed away lots of heart patients",0,0,0,North America,1.61E+18,2022,
2022-12-21 17:50:08 Iran Standard Time,USER_01250,NAME_01244,"@Username @Username @Username It really does. It is the spike protein. I want to blame the vaccine, I really do. But the heart is stressed during and a while after COVID. To add, I couldn’t have a surgery because I had COVID and COVID stresses the heart. People do recover, typically.",1,0,1,North America,1.61E+18,2022,
2022-12-21 17:38:22 Iran Standard Time,USER_01251,NAME_01245,"@Username Two people in my house have COVID.  Both have had the vaccine and booster.  Those shots are only good for making your heart stop at some inappropriate time.  Government politicians, beauracrats, &amp; Big Pharma getting rich.  Whoever in the FDA banned hydroxychloroquine NEEDS JAILED",0,0,2,North America,1.61E+18,2022,
2022-12-21 17:28:04 Iran Standard Time,USER_01250,NAME_01244,@Username @Username I appreciate that. I do know that when my kids were recovering from Covid they had to be monitored because Covid affects the heart. I assume the vaccine does the same because of the spike protein. I am not pro vaccine here. Just bringing a thought.,2,0,1,North America,1.61E+18,2022,
2022-12-21 16:13:13 Iran Standard Time,USER_00949,NAME_00943,"@Username And when they did the heart cath, I had absolutely no blockages. Only a rare tumor growing on my pulmonary valve from the vaccine.",0,0,0,North America,1.61E+18,2022,
2022-12-21 16:00:25 Iran Standard Time,USER_01121,NAME_01115,COVID-19 Vaccines Cause Myocarditis and Pericarditis A growing body of peer-reviewed scientific evidence links heart issues with the mRNA vaccines.   https://t.co/Yl0m3xaVuF,0,0,0,North America,1.61E+18,2022,
2022-12-21 15:30:22 Iran Standard Time,USER_00361,NAME_00360,"Deb is the first of my ex’s to pass on; it’s a disturbing realization because Deb was my age. She died in peace sitting down, of apparent heart failure, like so many friends in the recent 18 months. I don’t know if she was a victim of the Covid vaccine but I will always wonder.",5,2,31,North America,1.61E+18,2022,
2022-12-21 15:00:29 Iran Standard Time,USER_01252,NAME_01246,"5. Vaping can harm your cardiovascular health:  E-Cig vapor has been shown to damage blood vessels and increase the risk of heart attack and stroke.  It's the equivalent to puffing on the covid vaccine daily for vascular and heart health.  Stupid idea, right?",1,0,0,North America,1.61E+18,2022,
2022-12-21 14:49:46 Iran Standard Time,USER_01253,NAME_01247,"@Username How many are vaccinated and what are they in hospital with, clots, heart issues. Serious questions need to be asked about covid vaccine injury and long term side effects. Why is no one asking these questions",0,0,0,North America,1.61E+18,2022,
2022-12-21 12:40:40 Iran Standard Time,USER_01254,NAME_01248,@Username @Username @Username @Username How about investigating all the heart problems from the covid vaccine,0,0,0,North America,1.61E+18,2022,
2022-12-21 11:59:34 Iran Standard Time,USER_01255,NAME_01249,"@Username @Username @Username Sudden arrhythmic death syndrome is not new - but its rise is far more likely to be the result of damage from a past covid infection than from vaccination.  Everything the vaccine can do to your heart, c19 can do far more severely.",1,0,0,North America,1.61E+18,2022,
2022-12-21 09:32:23 Iran Standard Time,USER_01256,NAME_01250,"@Username Oh my God. I don’t know what to say. I pay they catch the bastard that did it! 😔. Knowing this broke my heart for you.  My mom fell in 2020,  COVID was in full effect, no vaccines nothing yet she fell in September, she broke her hip and could Was not able to",1,0,1,North America,1.61E+18,2022,
2022-12-21 08:57:43 Iran Standard Time,USER_01257,NAME_01251,@Username @Username My friend already had a heart condition. He has some tiny implant  bc the man literally died on the table for a few seconds. The fact Covid hasn’t killed him like a gnat is proof the vaccine works.   I would have told him to mask but I knew he was too arrogant to listen.,1,0,1,North America,1.61E+18,2022,
2022-12-21 07:56:18 Iran Standard Time,USER_01258,NAME_01252,"@Username Are you claiming that the covid vaccine doesn't prevent/treat arrhythmia or heart disease? Well,  you're right! That's why the indication is prevention of covid/reduction in severity of symptoms.",0,0,0,North America,1.61E+18,2022,
2022-12-21 07:49:12 Iran Standard Time,USER_01259,NAME_01253,@Username @Username The CDC said there is no difference between a vaccinated and unvaccinated person. Male teenagers/young adult men are in the highest risk group for heart conditions resulting from the “vaccine.” They also are in a lower risk group for serious illness/death from Covid.,1,0,6,North America,1.61E+18,2022,
2022-12-21 07:03:06 Iran Standard Time,USER_01260,NAME_01254,"@Username @Username @Username I put in a medical exemption at work based on similar DNA...brother had heart issues and sister got nasty Covid in weeks post vaccines...Denied...then was given the option to do a religious one or be terminated in 48 hrs.  Did the religious one, but the experience was sickening.",1,0,5,North America,1.61E+18,2022,
2022-12-21 05:28:56 Iran Standard Time,USER_01261,NAME_01255,"@Username Pls help us curious simpletons: ppl who argue that the vaccines have caused serious heart conditions in the vaxxed, esp the young, don’t seem to think long-COVID may be a factor. Those who are vaxx advocates generally say the opposite, focusing on long-COVID. Is there a middle?",0,0,0,North America,1.61E+18,2022,
2022-12-21 05:21:19 Iran Standard Time,USER_00949,NAME_00943,"@Username Now this one, I would almost go with, the second Pfizer vaccine caused me to have open heart surgery, 4 weeks later, when I had no previous Heart condition or comorbidities. Never took a 💊, And was a covid nurse.",4,1,7,North America,1.61E+18,2022,
2022-12-21 04:44:35 Iran Standard Time,USER_01262,NAME_01256,"@Username After being proven by FDA that covid vaccines cause blood clots, heart attacks, etc she is still telling us to get the booster 🤡",0,0,1,North America,1.61E+18,2022,
