Tweet_created_at,username,name,tweet_text,replies_count,retweets_count,likes_count,country_name,id,year
2022-11-22 06:25:18 Iran Standard Time,USER_00827,NAME_00823,"@zeynep Also, the likelihood that some of these cases are actually Covid-induced strokes, aneurisms, or heart attacks caused by blood clots is much higher than the absurd idea that vaccines did it. It’s literally a vascular disease",1,0,2,North America,1.59E+18,2022
2022-11-22 06:21:09 Iran Standard Time,USER_00828,NAME_00824,I see this bs on Twitter every day... Rt wing clowns say 'Someone in my town died of a heart attack at age 51-he probably got the vaccine-derrr.'  As if everyone lived to 99 before the covid years.,1,0,0,North America,1.59E+18,2022
2022-11-22 06:07:45 Iran Standard Time,USER_00829,NAME_00825,"@Bidendidit247 @the_meghaning COVID causes heart problems, nervous-system problem, intestinal problems, and has killed more than a million people in the US alone. The vaccines...have not.",0,0,1,North America,1.59E+18,2022
2022-11-22 06:03:29 Iran Standard Time,USER_00830,NAME_00826,"@the_meghaning Covid AND the vaccine has negatively impacted many folks that I know so be careful....blood clots, lymph node issues, heart issues, lung issues....so.....I don't know...it don't look good my friend!!!",0,0,4,North America,1.59E+18,2022
2022-11-22 05:40:55 Iran Standard Time,USER_00831,NAME_00827,"@ComeGetYourCat That's a pretty definitive statement ""the vaccine does not."" What exactly are you basing that on? Is it possible  both the virus and the vaxx caus heart damage? Studies show the vaccine causes myocarditis, even without symptoms. You get covid once but you get vaxxed over and over",31,10,326,North America,1.59E+18,2022
2022-11-22 05:30:04 Iran Standard Time,USER_00667,NAME_00664,"@BellisimaLuv @TheRoyalMadame So?  You think it didn't happen before the vaccines?  My uncle died suddenly of a heart attack at the aged of 43 in 1974.  Covid 19 didn't exist at the time, nor did mRNA technology.  People have died suddenly since time immemorium.",2,0,4,North America,1.59E+18,2022
2022-11-22 05:00:08 Iran Standard Time,USER_00832,NAME_00828,@iLexxLex I have a heart condition.  I have had 4 Covid vaccines (3 Pfiezer and 1 Moderna) and I'm just fine.  Going for a fifth when I'm eligible.,0,0,2,North America,1.59E+18,2022
2022-11-22 04:53:17 Iran Standard Time,USER_00833,NAME_00829,@ComeGetYourCat Not true. Covid does kill for many reasons BUT any bad virus could  cause heart issues. So it stands to reason that the vaccine that replicated the proteins in the covid virus could also cause heart issues. Wake Up,0,0,0,North America,1.59E+18,2022
2022-11-22 04:44:58 Iran Standard Time,USER_00834,NAME_00830,"@sherman_news Moving on from transmission...   Unsafe and causing more harm than benefit in children. Again, I had proof at the time, which you ignored. There is far more proof now.  But I thought Covid caused far more heart issues than vaccines? Another lie you bought   https://t.co/97kKrjE3DU  https://t.co/OuivntTwT1",0,0,0,North America,1.59E+18,2022
2022-11-22 04:43:19 Iran Standard Time,USER_00792,NAME_00788,"@SEODESIGNTECH @drex Drex... I hoipe you are okay. I'll pray for you. But, have you given any thought to how the Covid vaccine may have played a role in your heart attack?",2,0,6,North America,1.59E+18,2022
2022-11-22 04:34:18 Iran Standard Time,USER_00835,NAME_00831,@the_meghaning If you get the Covid vaccine enjoy having heart problems forever. You people ARE the test subjects. Lmao,0,0,0,North America,1.59E+18,2022
2022-11-22 04:28:00 Iran Standard Time,USER_00833,NAME_00829,@ciatokins Anti vaxxers also agree that covid causes heart issues. Any bad virus can can do that. But we also know that the vaccine causes the same heart problems. Right ?,0,0,0,North America,1.59E+18,2022
2022-11-22 04:20:58 Iran Standard Time,USER_00836,NAME_00832,"@ciatokins Covid is a magical virus now. It can cause heart attacks, blood clots, cancer and climate change. I wish we had a vaccine that actually worked.",0,0,7,North America,1.59E+18,2022
2022-11-22 04:06:36 Iran Standard Time,USER_00837,NAME_00833,So died suddenly is trending....  You are aware you can be asymptomatic with covid and have myocarditis. Hence why we saw a spike in people younger than 30 pre vaccine who were dropping dead from heart issues? I hate it here. Y'all bouls some bots.  https://t.co/pL42OeRaph,4,1,14,North America,1.59E+18,2022
2022-11-22 03:48:15 Iran Standard Time,USER_00838,NAME_00834,The #Covid_19 vaccine increased stillbirths hundred fold from 2 in a month up to 12 in 24 hrs in extreme cases. And now unborn baby's get heart attacks in the womb!!! This is impossible under normal circumstances. You are mass murderers @cdc @rki_de @WHO #DiedSuddenlyNews,0,1,2,North America,1.59E+18,2022
2022-11-22 03:39:03 Iran Standard Time,USER_00839,NAME_00835,"Covid 19 Vaccine related incident #  idk but its up there, ends with another heart inflammation death.....and yall shit in line for shots 🤦🏿‍♂️🤷🏿‍♂️",0,0,0,North America,1.59E+18,2022
2022-11-22 03:37:33 Iran Standard Time,USER_00840,NAME_00836,"“The Covid mRNA vaccine has likely played a significant role or been a primary cause of unexpected cardiac arrests, heart attacks, strokes, cardiac arrhythmias, and heart failure since 2021…”   https://t.co/SrhIUxm9uH",0,0,1,North America,1.59E+18,2022
2022-11-22 03:28:11 Iran Standard Time,USER_00841,NAME_00837,"@jasonkimir @PhrasedLoud @JungleTwittter @DiedSuddenly_ Do you know what else causes your blood to clot like that and cause heart problems? Covid. Those numbers could be more directly linked to cases of covid than the vaccine. I have no doubt in covid vaccine injury, I just don't think it's the only reason for heart related issues.",1,1,4,North America,1.59E+18,2022
2022-11-22 03:12:59 Iran Standard Time,USER_00842,NAME_00838,"Read this! You can catch Covid many times Reinfections &amp; breakthrough infections are common Covid can kill you months after you recover Causes brain damage, clots and heart attacks Vaccines help, but only some Masks work  https://t.co/F7xuCfHYp1",0,0,0,North America,1.59E+18,2022
2022-11-22 03:07:05 Iran Standard Time,USER_00843,NAME_00839,"@NazCrypto1 @hodgetwins Oh and pre vaccine my DD was running ekg on people two weeks post covid because of heart rhythm issues, POTS, mycarditis....",0,0,1,North America,1.59E+18,2022
2022-11-22 03:00:45 Iran Standard Time,USER_00844,NAME_00840,@banannaomi And the anti-COVID vax campaign was funded and carried out by the same bad actors who funded the antivax campaign that attempted to blame autism on the MMR vaccine.  The Children's Defense Fund is the heart of the antivax movement and they embraced and legitimized COVID denial.,0,0,0,North America,1.59E+18,2022
2022-11-22 02:23:18 Iran Standard Time,USER_00845,NAME_00841,"@POTUS Covid vaccines are fatal at worst, dangerous in average, and ineffective at best. Why are so people randomly collapsing due to heart related emergencies?! NOPE!!! Be extra safe and take mine Joe… because I’m not taking it!",0,0,0,North America,1.59E+18,2022
2022-11-22 01:43:07 Iran Standard Time,USER_00846,NAME_00842,@LeenerTep @Myles_skandinav @WalkerBragman Literally everyone I know has had the vaccine and all boosters including myself. We are all fine. 0 adverse effects. There is no proof or even any studies saying vaccines stiffen heart muscles. Myocarditis is far more common from Covid than vaccines.,2,0,0,North America,1.59E+18,2022
2022-11-21 23:29:44 Iran Standard Time,USER_00847,NAME_00843,@AndrewAmidon2 @angelablue70 @babbles @tedcruz Now explain all of the strokes and heart attacks thanks to COVID vaccine! Go!,0,0,0,North America,1.59E+18,2022
2022-11-21 22:17:15 Iran Standard Time,USER_00848,NAME_00844,"@Moderat_Conserv @jorymicah Covid is like the regular flu, you dont get long term effects like heart attacks, infertility, miscarriages, blood clots, spasms… that’s just some of the effects seen NOW from the vaccine!",1,0,0,North America,1.59E+18,2022
2022-11-21 22:03:38 Iran Standard Time,USER_00849,NAME_00845,The key points:  You can catch Covid multiple times. Reinfections and breakthrough infections are common. Covid can kill you months after you recover. It can cause brain damage. It can cause blood clots and heart attacks. It doesn’t spare children. Vaccines help. #Maskswork.,0,0,0,North America,1.59E+18,2022
2022-11-21 20:53:28 Iran Standard Time,USER_00850,NAME_00846,@at_lisi Realize that we were lied to about the vaccine:  - It didn’t prevent Covid - it didn’t prevent the spread of Covid  - it MAY have prevented the possibility of hospitalization which wasn’t a concern for our demographic regardless - but it may give you heart problems later in life,0,0,1,North America,1.59E+18,2022
2022-11-21 20:14:23 Iran Standard Time,USER_00851,NAME_00847,@stenberg_jane @KoatesPblood @CityNewsVAN Mary you are so right heart attacks happened way before the Covid vaccine came out sometime people have family history of people having heart attacks.,2,0,1,North America,1.59E+18,2022
2022-11-21 20:09:02 Iran Standard Time,USER_00852,NAME_00848,"@hugh_mankind I received two shots and a booster of the Pfizer vaccine and I regret every minute of it. I felt pressure and bullied into getting it. I have since developed heart problems ,fatigue loss of smell and taste. it's been 2 years now. I had covid 12/15/20 vaccine 4/21. Bad move!!!!!",2,0,2,North America,1.59E+18,2022
2022-11-21 19:52:00 Iran Standard Time,USER_00822,NAME_00818,@myrabatchelder Because the narrative has been stolen that it's the vaccine that is causing these things. These heart issues are 7-11x more severe when caused by Covid than by the vaccines.,1,0,18,North America,1.59E+18,2022
2022-11-21 19:26:34 Iran Standard Time,USER_00853,NAME_00849,@phenn @Bigp023 @invkoalabooks @TheJordanRachel You posted an article that said covid is 7x more likely to give you heart inflammation than the vaccine. The same article said the odds of getting heart inflammation from the vaccine were 0.001%. Studies showed that vaccines saved roughly 14.4 million lives worldwide,1,0,0,North America,1.59E+18,2022
2022-11-21 19:13:40 Iran Standard Time,USER_00854,NAME_00850,"CDC STUDY finds COVID vaccine increases auto-immune heart disease risk over 13,000% !!!! 😱😱😱",0,0,0,North America,1.59E+18,2022
2022-11-21 19:06:12 Iran Standard Time,USER_00855,NAME_00851,@SamHarrisOrg Lies are on your head spreading bs about covid vaccination. You can get .. you can spread it.. and heart disease plus blood clots are more dangerous from the vaccine than getting it if anybody caused deaths it’s you.,0,0,0,North America,1.59E+18,2022
2022-11-21 18:41:50 Iran Standard Time,USER_00856,NAME_00852,@CaptCharles82 @Suburbanmom37 @washingtonpost I lost my brother in law from COVID a month before the vaccine was available.  He would have taken it in a heart beat so I am not with you on the vaccines.  The more getting it the more protected we all are in my opinion.,1,0,2,North America,1.59E+18,2022
2022-11-21 18:14:22 Iran Standard Time,USER_00857,NAME_00853,@WhiteHouse @Pfizer @US_FDA @FDArecalls all these people having heart issues was known in the study yet FDA approved!!!! Recall vaccines!!!!  COVID vax makers finally study long-term heart damage as FDA admits bivalent data lacking  https://t.co/ozZM85eihT #SmartNews,0,0,0,North America,1.59E+18,2022
2022-11-21 17:02:57 Iran Standard Time,USER_00858,NAME_00854,"My #covid #vaccine. Garlic, honey, turmeric, &amp; black pepper.    Doesn’t cause heart attacks, 💰 doesn’t go to a satanic pharma company and actually works.  https://t.co/Lf9RIrQQFe",39,58,373,North America,1.59E+18,2022
2022-11-21 15:47:02 Iran Standard Time,USER_00859,NAME_00855,Good thing I DONT trust my health to the government!  COVID vaccines causing heart issues? Shocking (sarcasm)…  https://t.co/W6RWA4RR72,0,0,0,North America,1.59E+18,2022
2022-11-21 15:29:20 Iran Standard Time,USER_00860,NAME_00856,"It is now being argued that the side effects people who received covid vaccinated experience including blood clots, strokes and heart attacks is being caused by anti-vaccine people stressing out those who got the vaccine. It doesn't have to do with the vaccine. 🤡🌍  https://t.co/RKjVdOGLFt",0,0,0,North America,1.59E+18,2022
2022-11-21 14:07:05 Iran Standard Time,USER_00861,NAME_00857,"@bmhochberg @Lancegooden Those vaccines have 50, 60+ years of use on efficacy. And most truly PREVENT the disease. The covid one doesn't. And were seeing increased rates in serious heart conditions. Not saying the covid vaccine has a causal effect on the rate of serious heart conditions",0,0,0,North America,1.59E+18,2022
2022-11-21 13:46:33 Iran Standard Time,USER_00862,NAME_00858,".@Angie2020POTUS   .@SenRandPaul  .@DrOz  .@Surgeon_General   BAN COVID VACCINES!!!  ""Well, we've known for about a year that in young people, mostly males, but in females as well, we seem to have vaccine-induced myocarditis. That's an inflammation of the heart muscle...""",0,2,2,North America,1.59E+18,2022
2022-11-21 12:13:18 Iran Standard Time,USER_00863,NAME_00859,"pfizer is now admitting that their vaccine doesn’t actually stop or even aid in preventing the transmission of covid, affects periods, lowers fertility and causes myocarditis which leads to sudden death (heart attacks), among a plethora of other clusterfucks.",2,1,5,North America,1.59E+18,2022
2022-11-21 12:05:52 Iran Standard Time,USER_00864,NAME_00860,@AdamBandt Yep only thing these Covid vaccines seem to cause is heart attacks.,0,0,0,North America,1.59E+18,2022
2022-11-21 08:50:27 Iran Standard Time,USER_00865,NAME_00861,"Covid 19 vaccines and the misinterpretation of perceived side effects clarity on the safety of vaccines. Are the unvaccinated really the cause of heart attacks/failure in the vaccinated? They’re trying to hard, grasping at straws.  https://t.co/3LIytDKZdV",0,0,1,North America,1.59E+18,2022
2022-11-21 08:35:17 Iran Standard Time,USER_00866,NAME_00862,"NOOOWWWW they are coming out and saying COVID vaccines are linked to heart conditions, which is what many “anti-vaxxers” have been saying for over 2 years!    https://t.co/LOfyugUkz2",0,0,0,North America,1.59E+18,2022
2022-11-21 08:24:19 Iran Standard Time,USER_00867,NAME_00863,"It is now being argued that the side effects people who received covid vaccine experience including blood clots, strokes and heart attacks is being caused by anti-vaccine people stressing out those who got the vaccine. It doesn't have to do with the vacc…  https://t.co/3CdBwE7cDR",0,0,0,North America,1.59E+18,2022
2022-11-21 07:51:23 Iran Standard Time,USER_00868,NAME_00864,@invisibleman635 @RobertKennedyJr This is not accurate. They also blamed global warming for heart attacks. You were tricked in 2021 by the media that Covid caused the heat inflammation as a cover for the vaccine. Truth is Covid wasn’t causing this “until after the vaccine was released”,0,0,0,North America,1.59E+18,2022
2022-11-21 06:40:58 Iran Standard Time,USER_00869,NAME_00865,"@nathanjones510 @mcfunny @JohnSargent76 @bluemountnskies As many as 9 additional (above base rate) non-fatal myocarditis cases per 100,000 vaccines is a bigger threat than the covid-caused permanent heart damage and fatalities? Huh.",2,0,0,North America,1.59E+18,2022
2022-11-21 06:29:11 Iran Standard Time,USER_00870,NAME_00866,"@WickedMaverick @professor91xx @lowzuski @markpoloncarz how does that contradict me at all?? I don't think you understand my argument. I mean to say that If you get the covid vaccine and have your heart weakened as a result, the alternative is actually getting badly sick from covid and getting your heart weakened as a result.",2,0,0,North America,1.59E+18,2022
2022-11-21 06:08:11 Iran Standard Time,USER_00829,NAME_00825,"@_Janey_J bulshytt - it's not the vaccines, it's because COVID is a very nasty virus that likes your internal organs - like your heart and your brain.",0,0,0,North America,1.59E+18,2022
2022-11-21 05:18:53 Iran Standard Time,USER_00871,NAME_00867,"@iLexxLex It’s COVID - NOT the vaccine   COVID-19 injures the heart  COVID-19 causes myocarditis, which can lead to heart failure and arrhythmias   COVID-19 infection increases blood clots   https://t.co/3YcYtftR8D",6,1,16,North America,1.59E+18,2022
2022-11-21 05:17:06 Iran Standard Time,USER_00872,NAME_00868,"@bbcrzyfan @HMaypas @erinnyc My 72yr old husband &amp; I both had covid in Oct/Nov. He's vax'd, I'm not. The vaccine didn't stop him from getting sick. We were sick for 4 weeks. No heart damage, they checked. I'm far more afraid of the vaccine than covid.",2,0,0,North America,1.59E+18,2022
2022-11-21 04:07:18 Iran Standard Time,USER_00873,NAME_00869,@pmrothaus @PrincessPaula99 @JDCocchiarella That Covid vaccine didn’t save lives. Get off your pedestal. Children are dropping over dead from heart issues they never had before the vaccine.,0,0,3,North America,1.59E+18,2022
2022-11-21 03:52:16 Iran Standard Time,USER_00874,NAME_00870,@ferryman4747 We have 2 unprecedented things happening: 1- Covid the disease; and 2 - MRNA vaccines.  How can anyone say with any confidence which one is causing the spike in heart disease and stroke in young people?  No studies have been done on this.  That's what we should be upset about.,1,0,0,North America,1.59E+18,2022
2022-11-21 03:48:57 Iran Standard Time,USER_00875,NAME_00126,"@brixwe @fitfan777 How come I haven't got Covid or the vaccine, shot, it's not a vaccine yet? Should I feel left out that I don't have heart trouble? Just Wondering...",0,0,4,North America,1.59E+18,2022
2022-11-21 03:12:57 Iran Standard Time,USER_00876,NAME_00871,"@KarenSeavey @Metallikate @Army8488 @lenore_brenda @sandner_paul @SusanRPittman @DineshDSouza @elonmusk Karen, you realize the vaccine doesn't stop covid it doesn't even slow you down for getting covid and it doesn't stop you from going to the hospital. But what it does is give people strokes heart attacks and other things. We have been tricked into taking an untested vaccine.",3,0,1,North America,1.59E+18,2022
2022-11-21 02:44:49 Iran Standard Time,USER_00877,NAME_00872,@PeterSweden7 @TedAbram1 I would wonder what percentage of these heart attack victims had the Covid vaccine? Just asking.,0,0,2,North America,1.59E+18,2022
2022-11-21 02:41:34 Iran Standard Time,USER_00878,NAME_00873,$PFE $MRNA doing clinical trials on COVID vaccine &amp; possible heart related conditions esp. in males.  Mostly MRNA linked to Myocarditis.  https://t.co/Ukiu3BDkrn,0,0,0,North America,1.59E+18,2022
2022-11-21 02:20:44 Iran Standard Time,USER_00879,NAME_00874,"The mainstream media will not report this, but the Moderna vaccine has caused millions of people, like myself, to get heart failure &amp; many deaths.  “study finds 84% increase in cardiac-related death for men following mRNA COVID-19 vaccine”  https://t.co/wpmBW2C3hW",0,0,1,North America,1.59E+18,2022
2022-11-21 01:54:23 Iran Standard Time,USER_00880,NAME_00875,@CaryDavid722 @MihaelaCristia8 @MarinaMedvin Would you like to provide and discuss some data about whether and how often the COVID vaccine causes permanent heart damage? Myocarditis and pericarditis are inflammatory conditions that typically don't last long,1,0,0,North America,1.59E+18,2022
2022-11-21 00:06:36 Iran Standard Time,USER_00881,NAME_00876,@DakotaSherman_ @YossiShow @PressSec You have a MUCH higher risk for heart problems with Covid than you do the vaccine. It’s so unbelievably rare with the vaccine it’s hardly worth a mention. Long term heart problems with Covid however are common and frequent. It’s a no brainer for most people but you do you.,2,0,0,North America,1.59E+18,2022
2022-11-21 00:01:27 Iran Standard Time,USER_00084,NAME_00084,"Well if they’ve had the Covid vaccine then yes, they could actually have a heart attack.",0,0,0,North America,1.59E+18,2022
2022-11-20 23:51:22 Iran Standard Time,USER_00759,NAME_00755,"@EnragedApostate @kaitlancollins Covid caused clots on my father in law, that ended up in a heart attack, and now he has 30% heart function.  In NY he was forced to take the vaccine.  I am NOT lucky.  I am smart.",1,0,0,North America,1.59E+18,2022
2022-11-20 23:02:10 Iran Standard Time,USER_00882,NAME_00877,"New study shows that pretty much everyone is getting heart damage from the COVID vaccines  “In Canada, the medical community is very smart about this: they don't let doctors measure troponin levels before you are vaccinated so nobody is the wiser.”  https://t.co/lcrYCTvCAi",0,2,2,North America,1.59E+18,2022
2022-11-20 22:02:37 Iran Standard Time,USER_00883,NAME_00878,"@Lisa2Oz @SmittysView @JoeTurnerSr1967 Yet those previous vaccine were not linked to heart attacks, blood clots, causing miscarriages or death. Probably because time was taken to properly test them in the lane. Unlike the Covid vaccine. The pharmaceutical companies didn’t force their employees to get it. Says a lot!!",1,0,0,North America,1.59E+18,2022
2022-11-20 21:53:41 Iran Standard Time,USER_00884,NAME_00879,"@farid__jalali @MAbsoud @AlastairMcA30 @Damian_Roland I have the same fears, I see U.S. minimizer blue checks referring to mythical “lockdowns” &amp; copying European policies like mask free hospitals &amp; discouraging vaccines for “healthy kids.” And the level of Covid death &amp; disability in U.K. Children breaks my heart.",0,0,0,North America,1.59E+18,2022
2022-11-20 21:36:43 Iran Standard Time,USER_00885,NAME_00880,@LotsaSnuggs @PeterSweden7 So all heart diseases is related to the covid vaccine. That’s what you’re going with.,1,0,0,North America,1.59E+18,2022
2022-11-20 21:35:01 Iran Standard Time,USER_00886,NAME_00881,"FFS!!  “With a triple-threat virus sweeping across the country, pharmaceutical companies have launched their own clinical trials on COVID vaccines in young adults and the possible impact of heart conditions.”    https://t.co/7GR691YXFQ",0,0,0,North America,1.59E+18,2022
2022-11-20 21:17:46 Iran Standard Time,USER_00887,NAME_00882,"@DrJamesOlsson When will you people clue into the fact that COVID can damage the heart. You assume it's the vaccine when the evidence says it's actually COVID. But fuck the evidence, you have money to make peddling lies.",0,0,1,North America,1.59E+18,2022
2022-11-20 21:08:26 Iran Standard Time,USER_00888,NAME_00883,"@POTUS What about all the people, a lot of them young, who have heart problems, blood problems &amp; DEATH, from the vaccine?   No actual lives saved &amp; the vaccinated seems to get covid repeatedly, you included.",0,0,1,North America,1.59E+18,2022
2022-11-20 20:24:23 Iran Standard Time,USER_00889,NAME_00884,"@BerryESharp With Long Covid, increased risk of stroke, heart and brain issues 12 months after infection, and increased risk if severity per infection, people ignoring bivalent boosters are ignoring the facts. That's their failure, not the vaccines'.",2,0,0,North America,1.59E+18,2022
2022-11-20 19:54:38 Iran Standard Time,USER_00740,NAME_00736,@lor_scar @SyntheticStrife @DJolluck @ErrolWebber @elonmusk @pfizer You posted this…”They have been saying it was the COVID 19 spike protein that effects and damages the heart. (Myocarditis)  In reality doctors like Malone say it's the vaccines thats damaging the heart.”    The study completely contradicts that as 11x more people.,1,0,0,North America,1.59E+18,2022
2022-11-20 19:34:12 Iran Standard Time,USER_00890,NAME_00885,"Evidence grows stronger for Covid vaccine link to heart issue, CDC says  https://t.co/WGsayGd0C4",0,1,1,North America,1.59E+18,2022
2022-11-20 19:25:48 Iran Standard Time,USER_00891,NAME_00886,"The Covid mRNA vaccine has likely played a significant role or been a primary cause of unexpected cardiac arrests, heart attacks, strokes, cardiac arrhythmias, and heart failure since 2021...""  https://t.co/o00iYPH0wc",0,0,0,North America,1.59E+18,2022
2022-11-20 18:36:06 Iran Standard Time,USER_00892,NAME_00887,@CaptPeteRider @SethDillon There’s a big difference between “some research is showing Covid vaccines cause heart damage” to “nazism is good.” That left wing people don’t get that distinction is revelatory of their own extremism.,0,0,2,North America,1.59E+18,2022
2022-11-20 18:04:37 Iran Standard Time,USER_00893,NAME_00888,"@ChristianKoche @ezell_grant @SkyKills63 @MikeMoto87 @thaidos564 @annabananna777 @InterviewPrince @Apocalyzabeth @LPNH @RepMTG @elonmusk Sorry. I thought you looked like a fat chick from your picture. And no, I was one of the first people in my state to get the vaccine because of my heart condition so I was not anti COVID vaccine until my heart issues got worse. You are not very good at timelines.",0,0,0,North America,1.59E+18,2022
2022-11-20 17:55:28 Iran Standard Time,USER_00894,NAME_00889,"@monkey1371 @DJolluck @ErrolWebber @elonmusk They have been saying it was the COVID 19 spike protein that effects and damages the heart. (Myocarditis)  In reality doctors like Malone say it's the vaccines thats damaging the heart. In the last several weeks we are hearing about the Pfizer study, several cases of myocarditis",2,0,0,North America,1.59E+18,2022
2022-11-20 17:26:54 Iran Standard Time,USER_00624,NAME_00621,@tinypossum8 COVID infection causes heart disease a year later. The vaccines are very safe  https://t.co/eUQWHt28np,0,0,0,North America,1.59E+18,2022
2022-11-20 17:18:58 Iran Standard Time,USER_00895,NAME_00890,"Pfizer, Moderna researching rare side effect linked to COVID vaccines…heart conditions.  Hmmm you don’t say!  https://t.co/iLtokvYU5i",0,0,1,North America,1.59E+18,2022
2022-11-20 17:02:36 Iran Standard Time,USER_00624,NAME_00621,@CherylR56608129 COVID infection (not the vaccine) causes heart disease a year later  https://t.co/eUQWHt28np,2,0,0,North America,1.59E+18,2022
2022-11-20 16:32:01 Iran Standard Time,USER_00896,NAME_00891,@PeterSweden7 Hmm… it seems spike protein toxic to  heart and vasculature. CoVID vaccine produces multiples of spike protein IG G antibody. Medical literature confirms this. Suggesting a possible correlation between sentence #1 and #2 however will subject  one to complete destruction.,0,2,12,North America,1.59E+18,2022
2022-11-20 16:28:50 Iran Standard Time,USER_00897,NAME_00892,@ArmyBrat682 The covid vaccine does way more harm than good.  Look at all the heart problems and deaths in young people that the media is refusing to address,0,0,0,North America,1.59E+18,2022
2022-11-20 15:34:23 Iran Standard Time,USER_00898,NAME_00893,"@michaelpbreton @LimeyLankey Because I refuse a booster, I am banned from travel companies.   No one should feel coerced to get the covid vaccines, especially in view of the horrible adverse effects we're seeing like myocarditis, heart issues and strokes. #DoNotComply",0,0,1,North America,1.59E+18,2022
2022-11-20 15:21:59 Iran Standard Time,USER_00899,NAME_00894,@sunlorrie @cpso_ca you need to be disband or have new leadership for your Covid 19 recommendation You want to drug people into submitting to a vaccine that doesn’t stop the spread of the virus but is known to cause heart inflammation and other dangerous side effects. Read the many studies.,0,0,0,North America,1.59E+18,2022
2022-11-20 11:45:04 Iran Standard Time,USER_00900,NAME_00895,"@Foniks @AMindinao @jencf13 @AliciaHollinger @gtorges @jmbler @DrEliDavid @elonmusk You realise though the vaccinws do nothing to prevent anything anyway? Other than maybe “not go to hospital” So if Covid is such a heart problem, then getting the vaccine won’t prevent these because you still get and sprwad Covid",0,0,1,North America,1.59E+18,2022
2022-12-29 03:20:35 Iran Standard Time,USER_00901,NAME_00896,"@NathanXurah @FreeDrinksPT @dogeofficialceo @elonmusk Interesting. But all studies find getting Covid is more dangerous to heart, brain and lung tissue because of the micro clotting than the vaccine is.  So far the facts prove the vaccine is safer than the virus. And the recovery of myocarditis is higher for vax than virus.",1,0,0,North America,1.61E+18,2022
2022-12-29 03:14:07 Iran Standard Time,USER_00902,NAME_00897,"@mrdb_ @Chesschick01 @Timcast @SouthwestAir Absolutely untrue. People are dying from very strange, fibrous clots. Not the unvaccinated, the vaccinated. The vaccines do not prevent Covid, and do not prevent the spread of Covid. They do, however, increase the number of strokes and heart attacks, even in the very young!",0,0,1,North America,1.61E+18,2022
2022-12-29 02:55:07 Iran Standard Time,USER_00903,NAME_00898,"@TaraBull808 Absolutely. I’ve been suppressed and put in fb jail for saying “vaccine/died/death/Covid/heart attack, blood clot, immune…” etc.   I posted a photo of Nuremberg gallows and was shut down for four days.",0,0,2,North America,1.61E+18,2022
2022-12-29 02:54:04 Iran Standard Time,USER_00904,NAME_00899,"Study shows mRNA COVID vaccine damages heart muscle cells, leading to DEATH  https://t.co/f9h5VAiOWn",0,0,0,North America,1.61E+18,2022
2022-12-29 02:19:08 Iran Standard Time,USER_00905,NAME_00900,"@DJFreedomRocket They also can cause serious heart problems.  One of many articles regarding drugs used to treat Covid.  We now have a vaccine for it, the argument against it is political.  Of course no matter what science says some will not believe it.  #Sad    https://t.co/4M4TicrS0T",0,0,1,North America,1.61E+18,2022
2022-12-29 02:06:42 Iran Standard Time,USER_00906,NAME_00901,"Study shows mRNA COVID vaccine damages heart muscle cells, leading to DEATH  https://t.co/tr3kvoiNM4",0,0,0,North America,1.61E+18,2022
2022-12-29 01:51:54 Iran Standard Time,USER_00907,NAME_00902,"If I die of anything heart-related in the next five years, the right will absolutely say it's ""COVID vaccine myocarditis"", while simultaneously and unironically arguing ""COVID cannot kill anyone""  This is how you know they ➡️ are lying about the vaccines.",0,0,0,North America,1.61E+18,2022
2022-12-29 01:43:45 Iran Standard Time,USER_00908,NAME_00903,"URGENT: Pfizer poison (bioweapon) is liable for wife's heart attack and two strokes--doctor verified! IMO, COVID and the vaccines are bioweapons manufactured to eradicate the frail! The vaccine is the frosting on the cake--a reserved course of action should COVID fail to kill.  https://t.co/kL6SJE5feJ",0,1,1,North America,1.61E+18,2022
2022-12-29 01:33:18 Iran Standard Time,USER_00909,NAME_00904,"THIS IS NOT A POLITICAL STATEMENT, THIS IS TRUTH! 👇👇 Please DO NOT take any Covid-19 vaccine. 🙏 One of my young family members suffered a very painful death due to an adverse reaction from the mRNA technology. It caused myocarditis/heart attack &amp; internal organ failure.",0,0,0,North America,1.61E+18,2022
2022-12-29 01:32:24 Iran Standard Time,USER_00910,NAME_00905,"@ruwxed @DineshDSouza Well, young people do die of heart attacks long before COVID vaccines…this happened in the 90’s “The sudden death Monday of the 28-year-old Sergei Grinkov, a two-time Olympic gold-medal-winning Russian pairs skater, resulted from a painless heart attack”",0,0,1,North America,1.61E+18,2022
2022-12-29 01:31:43 Iran Standard Time,USER_00908,NAME_00903,"URGENT: Pfizer poison (bioweapon) is liable for wife's heart attack and two strokes--doctor verified! IMO, COVID and the vaccines are bioweapons manufactured to eradicate the frail! The vaccine is the frosting on the cake--a reserved course of action should COVID fail to kill.  https://t.co/HmsgLCxEGh",0,1,0,North America,1.61E+18,2022
2022-12-29 01:30:59 Iran Standard Time,USER_00911,NAME_00906,@rycunni I can't like that.  I've lost 5 friends and family to the Covid vaccines and have 3 that survived their heart attacks.,0,0,2,North America,1.61E+18,2022
